Id,Afrikaans,AfrikaansIPA,English
1445,"alwetend","/ɐlvˈiətənt/","all‐knowing, omniscient"
1446,"al's","/ˈɐls/","1. all, altogether, everything❄2. all of it"
1447,"al","/ˈɐl/","all"
1448,"amandel","/ɐmˈɐndəl/","almond"
1449,"amanuensis","/ɐmɐnˈyɛnsˌəs/","laboratory assistent"
1450,"amarant","/ɐmˈɑːrɐnt/","amaranthus"
1451,"amasone","/ɐmɐsˈʊənə/","Amazon"
1452,"amateur","/ɐmɐtˈøər/","amateur, fancier"
1453,"amateuragtig","/ɐmɐtˈøərˈɐxtəx/","amateurish, small‐time"
1454,"ambag","/ˈɐmbɐx/","handicraft, occupation, trade"
1455,"ambagsman","/ˈɐmbɐxsmˌɐn/","artisan"
1456,"ambassade","/ɐmbɐsˈɑːdə/","embassy"
1457,"ambassadeur","/ɐmbɐsɐdˈøər/","ambassador"
1458,"ambassadrise","/ˈɐmbɐsˌɐdrisə/","ambassador, female ambassador"
1459,"amber","/ˈɐmbər/","amber"
1460,"ambieer","/ˌɐmbiˈiər/","aspire, aspire to, hope for"
1461,"ambigeer","/ˈɐmbəxˌiər/","doubt"
1462,"ambisie","/ɐmbˈisi/","ambition"
1463,"ambisieus","/ˌɐmbisiˈøəs/","ambitious"
1464,"ambroos","/ˈɐmbrʊəs/","ambrosia"
1465,"ambrosyn","/ˈɐmbrusˌɛɪn/","ambrosia"
1466,"amebe","/ɐmˈiəbə/","amoeba"
1467,"amen","/ˈɑːmɛn/","amen"
1468,"amendeer","/ɐmɛndˈiər/","amend"
1469,"amendement","/ɐmˌɛndəmˈɛnt/","amendment"
1470,"amendering","/ɐmˈɛndərəŋ/","amendment"
1471,"amerikaniseer","/ɐmˌiərikɐnisˈiər/","Americanize"
1472,"ametis","/ɐmiətˈəs/","amethyst"
1473,"ameublement","/ɐmˌøəbliəmˈɛnt/","furniture"
1474,"amfibie","/ˈɐmfibˌi/","amphibian"
1475,"amfiteater","/ˈɐmfitiˌɑːtər/","amphitheatre"
1476,"amfora","/ˈɐmfʊərɐ/","amphora"
1477,"amikaal","/ɐmˈikɑːl/","friendly"
1478,"ammeter","/ˈɐmətər/","ammeter"
1479,"ammoniak","/ɐmˈʊəniˌɐk/","ammonia"
1480,"ammonium","/ɐmˈʊəniˌœm/","ammonia"
1481,"ammunisie","/ˌɐmynˈisi/","munition, ammunition"
1482,"amnestie","/ɐmnˈɛsti/","act of grace, amnesty"
1483,"amok","/ɐmˈɔk/","amuck"
1484,"amorf","/ɐmˈɔrf/","amorphous"
1485,"amortisasie","/ɐmˌɔrtisˈɑːsi/","redemption"
1486,"amortiseer","/ɐmˌɔrtisˈiər/","amortize, deaden"
1487,"amp","/ˈɐmp/","function, job, office, post"
1488,"amper","/ˈɐmpər/","1. barely, hardly, only just, scarcely❄2. almost, nearly"
1489,"ampertjies","/ˈɐmpərcˌis/","barely, hardly, only just, scarcely"
1490,"ampgenoot","/ˈɐmpxənˌʊət/","1. college❄2. colleague"
1491,"amplitude","/ˈɐmplitˌydə/","amplitude"
1492,"ampsbroer","/ˈɐmpsbruːr/","colleague"
1493,"ampseed","/ˈɐmpsiət/","oath of office"
1494,"ampsgeheim","/ˈɐmpsxəhˌɛɪm/","official secret"
1495,"ampsgewaad","/ˈɐmpsxəvˌɑːt/","robes of office"
1496,"ampsmisdryf","/ˈɐmpsməsdrˌɛɪf/","abuse of power, misfeasance"
1497,"ampswoning","/ˈɐmpsvʊənəŋ/","official residence"
1498,"amptelik","/ˈɐmptələk/","official"
1499,"ampteloos","/ˈɐmptəlˌʊəs/","private"
1500,"amptenaredom","/ˈɐmptənˌɑːrədˌɔm/","bureaucracy, officialdom"
1501,"amptenary","/ˈɐmptənɐrˌɛɪ/","bureaucracy, officialdom"
1502,"ampul","/ˈɐmpœl/","bulb"
1503,"amputasie","/ˌɐmpytˈɑːsi/","amputation"
1504,"amputeer","/ˌɐmpytˈiər/","amputate"
1505,"ampère","/ˈɐmpərə/","ampère"
1506,"ampèremeter","/ˈɐmpərˌiəmiətər/","ammeter"
1507,"amulet","/ɐmylˈɛt/","amulet, charm, talisman"
1508,"amusant","/ɐmysˈɐnt/","amusing, entertaining, funny"
1509,"amuseer","/ɐmysˈiər/","amuse"
1510,"amusement","/ɐmysiəmˈɛnt/","1. entertainment❄2. amusement, fun"
1511,"anaal","/ɐnˈɑːl/","anal"
1512,"anachronisme","/ˌɐnɐkrʊənˈəsmə/","anachronism"
1513,"anagram","/ˌɐnɐxrˈɐm/","anagram"
1514,"anakonda","/ˌɐnɐkˈɔndɐ/","anaconda"
1515,"analfabeet","/ˌɐnɐlfɐbˈiət/","illiterate"
1516,"analis","/ˌɐnɐlˈəs/","analyst, analytical chemist"
1517,"analise","/ˌɐnɐlˈisə/","analysis"
1518,"analiseer","/ˌɐnɐlisˈiər/","analyse"
1519,"analogie","/ˌɐnɐlˈʊəxi/","analogy"
1520,"analogies","/ˌɐnɐlˈʊəxis/","analogous"
1521,"analoog","/ˌɐnɐlˈʊəx/","analogous"
1522,"ananas","/ˌɐnɐnˈɐs/","pineapple"
1523,"anapes","/ˈɐnɐpəs/","anapaest"
1524,"anargie","/ˌɐnɐrxˈi/","anarchy"
1525,"anargies","/ˌɐnɐrxˈis/","anarchic, anarchical, anarchist"
1526,"anargis","/ˌɐnɐrxˈəs/","anarchist"
1527,"anargisme","/ˌɐnɐrxˈəsmə/","anarchism"
1528,"anatomie","/ɐnɐtumˈi/","anatomy"
1529,"anatomies","/ɐnɐtˈʊəmis/","anatomical"
1530,"anatoom","/ˌɐnɐtˈʊəm/","anatomist"
1531,"ander","/ˈɐndər/","other, another, else"
1532,"anderland","/ˈɐndərlˌɐnt/","foreign country"
1533,"anderlander","/ˈɐndərlˌɐndər/","foreigner"
1534,"anders","/ˈɐndərs/","differently, else"
1535,"andyvie","/ˈɐndɛɪfˌi/","endive"
1536,"anekdote","/ɐnɛkdˈʊətə/","anecdote"
1537,"anekdoties","/ɐnɛkdˈʊətis/","anecdotal"
1538,"anemie","/ɐnˈiəmi/","anaemia"
1539,"anemies","/ɐnˈiəmis/","anaemic"
1540,"anemoon","/ɐnəmˈʊən/","anemone"
1541,"angel","/ˈɐŋəl/","1. hook❄2. sting"
1542,"angelier","/ɐŋəlˈiːr/","carnation, pink"
1543,"angina","/ɐŋxˈinɐ/","angina, quinsy"
1544,"angskreet","/ˈɐŋskriət/","cry of distress"
1545,"angst","/ˈɐŋst/","1. agony, anguish, fear❄2. fright"
1546,"angstig","/ˈɐŋstəx/","1. horrible❄2. afraid, fearful"
1547,"angsvallig","/ɐŋsfˈɐləx/","accurate, scrupulous"
1548,"angswekkend","/ɐŋsvˈɛkənt/","horrible"
1549,"aniline","/ɐnˈilinə/","aniline"
1550,"animo","/ɐnˈimu/","1. soul❄2. activity, gusto, spirit, stir, zest"
1551,"anker","/ˈɐŋkər/","anchor"
1552,"ankerplek","/ˈɐŋkərplˌæk/","anchorage, moorage, mooring"
1553,"anna","/ˈɐnɐ/","ana, anna"
1554,"anneksasie","/ˌɐnɛksˈɑːsi/","annexation"
1555,"annekseer","/ˌɐnɛksˈiər/","annex"
1556,"annonseer","/ˈɐnɔnsˌiər/","advertise, announce, give notice"
1557,"annoteer","/ˌɐnutˈiər/","1. comment❄2. annotate"
1558,"annulleer","/ˈɐnœlˌiər/","abjure, abolish, abrogate, annul, cancel, remit"
1559,"annullering","/ˌɐnœlˈiərəŋ/","abolition, abrogation"
1560,"annuïteit","/ˌɐnyitˈɛɪt/","instalment, repayment"
1561,"anode","/ɐnˈʊədə/","anode"
1562,"anomalie","/ɐnumɐlˈi/","abnormity, anomaly"
1563,"anoniem","/ɐnunˈim/","1. anonymous❄2. nameless, without a name"
1564,"anonimiteit","/ɐnunˌimitˈɛɪt/","anonymity"
1565,"anonymus","/ɐnunˈɛɪmœs/","anonymous writer"
1566,"anorganies","/ɐnˈɔrxɑːnˌis/","inorganic"
1567,"ansjovis","/ɐnʃˈʊəfəs/","anchovy"
1568,"antenne","/ɐntˈɛnə/","aerial, antenna"
1569,"antichris","/ɐntikrˈəs/","Antichrist"
1570,"antidoot","/ɐntidˈʊət/","antidote"
1571,"antiek","/ɐntˈik/","ancient, antique"
1572,"antiloop","/ɐntilˈʊəp/","antelope"
1573,"antimonium","/ɐntimunˈiœm/","antimony"
1574,"antimoon","/ɐntimˈʊən/","antimony"
1575,"antipatie","/ɐntipɐtˈi/","aversion, dislike"
1576,"antipatiek","/ɐntipɐtˈik/","nasty"
1577,"antipode","/ɐntipˈʊədə/","antipode"
1578,"antisemiet","/ɐntisˈiəmit/","anti‐Semite"
1579,"antisemities","/ɐntisˈɛmitˌis/","anti‐Semitic"
1580,"antisemitisme","/ɐntisˌɛmitˈəsmə/","anti‐Semitism"
1581,"antisepties","/ɐntisˈɛptis/","antiseptic"
1582,"antisipasie","/ɐntisipˈɑːsi/","anticipation"
1583,"antisipeer","/ɐntisipˈiər/","anticipate, think ahead"
1584,"antisosiaal","/ɐntisuʃiˈɑːl/","antisocial, unsocial"
1585,"antrasiet","/ɐntrɐsˈit/","anthracite"
1586,"antropologie","/ˌɐntrʊəpˌuluxˈi/","anthropology"
1587,"antropoloog","/ˌɐntrʊəpulˈʊəx/","anthropologist"
1588,"antwoord","/ˈɐntvʊərt/","answer, reply, respond"
1589,"anus","/ɐnˈœs/","anus, arse"
1590,"anys","/ɐnˈɛɪs/","anise"
1591,"aorta","/ˈɑːɔrtɐ/","aorta"
1592,"apache","/ˈɑːpɐxə/","apache, hood, ruffian"
1593,"apart","/ɐpˈɐrt/","apart, particular, separate, special"
1594,"apartheid","/ɐpˈɐrthɛɪt/","apartheid"
1595,"apatie","/ˌɑːpɐtˈi/","apathy"
1596,"apaties","/ɑːpˈɑːtis/","apathetic"
1597,"apebroodboom","/ˈɑːpɛbrˌʊətbʊəm/","baobab"
1598,"apekool","/ˈɑːpiəkˌʊəl/","nonsense"
1599,"apogeum","/ɐpuxˈøəm/","acme"
1600,"apokalips","/ɐpɔkɐlˈəps/","apocalypse"
1601,"apokalipties","/ɐpɔkɐlˈəptis/","apocalyptic"
1602,"apokrief","/ɐpukrˈif/","apocryphal"
1603,"apopleksie","/ɐpˈɔplæksˌi/","fit, apoplectic fit, seizure, stroke, stroke of apoplexy"
1604,"apostaat","/ɐpˈɔstɑːt/","apostate"
1605,"apostel","/ɐpˈɔstəl/","apostle"
1606,"apostelskap","/ɐpˈɔstəlskˌɐp/","apostleship, apostolate"
1607,"apostolaat","/ɐpˈɔstulˌɑːt/","apostleship, apostolate"
1608,"apostolies","/ɐpəstˈʊəlis/","apostolic"
1609,"apostroof","/ɐpˈɔstrʊəf/","apostrophe"
1610,"apoteose","/ˌɐpɔtiˈʊəsə/","apotheosis"
1611,"apparaat","/ɐpərˈɑːt/","apparatus, device, set"
1612,"appartement","/ˌɐpɐrtəmˈɛnt/","apartment, flat"
1613,"appel","/ˈɐpəl/","apple"
1614,"appelboom","/ˈɐpəlbˌʊəm/","apple‐tree"
1615,"appeldrank","/ˈɐpəldrˌɐŋk/","cider"
1616,"appelkoos","/ɐpəlkˈʊəs/","apricot"
1617,"appelkoosboom","/ɐpəlkˈʊəsbʊəm/","apricot‐tree"
1618,"appelleer","/ɐpəlˈiər/","appeal"
1619,"appelmoes","/ˈɐpəlmˌus/","apple‐sauce"
1620,"appeltert","/ˈɐpəltˌært/","apple‐tart"
1621,"appelwyn","/ˈɐpəlvˌɛɪn/","cider"
1622,"appendisitis","/ɐpˌɛndisˈitəs/","appendicitis"
1623,"applikant","/ɐplikˈɐnt/","candidate"
1624,"apploudiseer","/ɐplˌəʊdisˈiər/","acclaim, applaud, clap"
1625,"applous","/ɐplˈəʊs/","acclaim, acclamation, approval"
1626,"appèl","/ɐpˈæl/","1. appeal❄2. parade, roll‐call"
1627,"apropos","/ɐprupˈɔs/","by the way"
1628,"apteek","/ɐptˈiək/","chemist's shop, drugstore"
1629,"apteker","/ɐptˈiəkər/","chemist"
1630,"aptyt","/ɐptˈɛɪt/","appetite"
1631,"arabesk","/ɐrɐbˈɛsk/","arabesque"
1632,"arak","/ˈɑːrɐk/","rack, arrack"
1633,"arapapegaai","/ˈɑːrɑːpɐpəxˌɑɪ/","macaw"
1634,"araroet","/ˈɑːrɐrˌut/","arrowroot"
1635,"arbei","/ˈɐrbɛɪ/","work"
1636,"arbeid","/ˈɐrbɛɪt/","job, work"
1637,"arbeider","/ˈɐrbɛɪdər/","hand, laborer, labourer, operative, worker, working man, workman"
1638,"arbeidsaam","/ˈɐrbɛɪtsˌɑːm/","active, hardworking"
1639,"arbeidsaamheid","/ˈɐrbɛɪtsˌɑːmhɛɪt/","activity"
1640,"arbeidsloos","/ˈɐrbɛɪtslˌʊəs/","unemployed"
1641,"arbeidsloosheid","/ˈɐrbɛɪtslˌʊəshɛɪt/","unemployment"
1642,"arbeidsmark","/ˈɐrbɛɪtsmˌɐrk/","labor market, labour market"
1643,"arbeidster","/ˈɐrbɛɪtstər/","female laborer, femal labourer, femal worker"
1644,"are","/ˈɑːrə/","are, square decametre"
1645,"area","/ˈɑːriˌɐ/","area"
1646,"arena","/ɐrˈiənɐ/","arena"
1647,"arend","/ˈɑːrənt/","eagle"
1648,"arendsjong","/ˈɑːrəntsjˌɔŋ/","eaglet"
1649,"arendsneus","/ˈɑːrəntsnˌøəs/","aquiline nose"
1650,"argaïes","/ɐrxˈɑːis/","archaic"
1651,"argaïsme","/ɐrxɑːˈəsmə/","archaism"
1652,"argeologie","/ˌɐrxiˌuluxˈi/","archaeology"
1653,"argeologies","/ˌɐrxiulˈʊəxis/","archaeological"
1654,"argeoloog","/ˌɐrxiulˈʊəx/","archaeologist"
1655,"argiefbewaarder","/ɐrxˈifbəvˌɑːrdər/","archivist, keeper of the records"
1656,"argipel","/ɐrxˈipəl/","archipelago"
1657,"argitek","/ɐrxitˈɛk/","architect"
1658,"argitektuur","/ɐrxitɛktˈyr/","architectonic, architectural"
1659,"argitraaf","/ɐrxˈətrɑːf/","architrave"
1660,"argivaris","/ɐrxifˈɑːrəs/","archivist, keeper of the records"
1661,"argon","/ˈɐrxɔn/","argon"
1662,"argument","/ˌɐrxymˈɛnt/","1. argument, plea❄2. quarrel"
1663,"argumenteer","/ˌɐrxymɛntˈiər/","maintain"
1664,"argwaan","/ˈɐrxvɑːn/","suspicion"
1665,"argwanend","/ˈɐrxvɑːnənt/","suspicious"
1666,"aria","/ˈɑːriɐ/","air, aria"
1667,"aristokraat","/ɐrəstukrˈɑːt/","aristocrat"
1668,"aristokrasie","/ɐrəstˌukrɐsˈi/","aristocracy"
1669,"aristokraties","/ɐrəstukrˈɑːtis/","aristocratic"
1670,"ark","/ˈɐrk/","ark"
1671,"arm","/ˈɐrəm/","1. arm❄2. miserable, poor"
1672,"armband","/ˈɐrəmbɐnt/","bracelet"
1673,"arme","/ˈɐrmə/","pauper, poor man"
1674,"armhorlosie","/ˈɐrəmhɔrlˌʊəsi/","watch, wrist‐watch"
1675,"armoede","/ˈɐrmudə/","poverty"
1676,"arnika","/ˈɐrnikɐ/","arnica"
1677,"aroma","/ɐrˈʊəmɐ/","aroma, flavour"
1678,"aronskelk","/ˈɑːrɔnskˌælk/","arum"
1679,"arrestant","/ɐrəstˈɐnt/","arrested person, prisoner"
1680,"arrestasie","/ɐrəstˈɑːsi/","apprehension, arrest, detention"
1681,"arresteer","/ɐrəstˈiər/","arrest"
1682,"arrogant","/ɐruxˈɐnt/","arrogant"
1683,"arsenaal","/ɐrsənˈɑːl/","armoury, arsenal"
1684,"arterie","/ɐrtˈiəri/","artery"
1685,"arteriosklerose","/ɐrtˈiəriˌɔsklərˌʊəsə/","arteriosclerosis"
1686,"artesies","/ˈɐrtəsˌis/","artesian"
1687,"artikel","/ɐrtˈikəl/","article, commodity"
1688,"artillerie","/ɐrtələrˈi/","artillery"
1689,"artilleris","/ˌɐrtələrˈəs/","artilleryman, gunner"
1690,"artis","/ˈɐrtəs/","artist"
1691,"artisjok","/ˈɐrtəʃˌɔk/","artichoke"
1692,"artistiek","/ˌɐrtəstˈik/","artistic"
1693,"artritis","/ɐrtrˈitəs/","arthritis"
1694,"arts","/ˈɐrts/","doctor, physician"
1695,"artseny","/ˌɐrtsənˈɛɪ/","drug, medicine, pharmaceutical"
1696,"as","/ˈɐs/","1. ash, cinder❄2. than❄3. if, provided that"
1697,"asalea","/ˈɑːsɐlˌiəɑː/","azalea"
1698,"asbes","/ɐsbˈɛs/","asbestos"
1699,"asem","/ˈɑːsəm/","breathe"
1700,"asepties","/ˈɑːsɛptˌis/","aseptic"
1701,"asetileen","/ˈɑːsiətˌiliən/","acetylene"
1702,"aseton","/ˈɑːsiətˌɔn/","acetone"
1703,"asfalt","/ˈɐsfɐlt/","asphalt"
1704,"asfalteer","/ˌɐsfɐltˈiər/","asphalt"
1705,"asiel","/ɐsˈil/","asylum"
1706,"asimmetries","/ˈɑːsəmˌiətris/","asymmetric, asymmetrical, dissymmetric"
1707,"asimut","/ˈɑːsimˌœt/","azimuth"
1708,"asjoublief","/ˈɐʃəʊblˌif/","please"
1709,"asketies","/ɐskˈiətis/","ascetic"
1710,"asma","/ˈɐsmɑː/","asthma, shortness of breath, wheeziness"
1711,"asmalyer","/ˈɐsmɐlˌɛɪər/","asthmatic, asthmatic patient"
1712,"asmaties","/ɐsmˈɑːtis/","asthmatic, wheezy"
1713,"asof","/ˈɐsɔf/","as if, as though, in a way"
1714,"aspek","/ɐspˈɛk/","appearance, aspect, look, sight, view"
1715,"aspersie","/ɐspˈærsi/","asparagus"
1716,"aspidistra","/ˈɐspidˌəstrɐ/","aspidistra"
1717,"asseblief","/ˌɐsəblˈif/","please"
1718,"assimileer","/ˌɐsimilˈiər/","assimilate"
1719,"assisteer","/ɐsəstˈiər/","abet, aid, assist, help"
1720,"assistensie","/ɐsəstˈɛnsi/","aid, help"
1721,"assistent","/ɐsəstˈɛnt/","1. aid, assistant, helper❄2. assistent"
1722,"assistente","/ɐsəstˈɛntə/","assistant, lady help"
1723,"assuransie","/ɐsœrˈɐnsi/","insurance"
1724,"assureer","/ˌɐsyrˈiər/","insure"
1725,"aster","/ˈɐstər/","aster"
1726,"asterisk","/ˌɐstərˈəsk/","asterisk"
1727,"asteroïde","/ˈɐstərˌʊəidə/","asteroid"
1728,"asteroïed","/ˈɐstiəruʲˌit/","asteroid"
1729,"astrologie","/ɐstrˌuluxˈi/","astrology"
1730,"astroloog","/ɐstrulˈʊəx/","astrologer"
1731,"astronomie","/ɐstrˌunumˈi/","astronomy"
1732,"astronomies","/ɐstrunˈʊəmis/","astronomic, astronomical"
1733,"astronoom","/ɐstrunˈʊəm/","astronomer"
1734,"asyn","/ɐsˈɛɪn/","vinegar"
1735,"atavisme","/ˌɑːtɑːfˈəsmə/","atavism, throw‐back"
1736,"ateljee","/ɐtəljˈiə/","atelier, studio, work‐room, workshop"
1737,"ateïs","/ɐtˈiəəs/","atheist"
1738,"ateïsme","/ɐtiəˈəsmə/","atheism"
1739,"atleet","/ɐtlˈiət/","athlete"
1740,"atletiek","/ɐtlətˈik/","athletics"
1741,"atleties","/ɐtlˈiətis/","athletic"
1742,"atmosfeer","/ɐtmɔsfˈiər/","atmosphere"
1743,"atmosferies","/ɐtmɔsfˈiəris/","atmospheric"
1744,"atol","/ˈɑːtɔl/","atoll"
1745,"atomies","/ɐtˈʊəmis/","atomic"
1746,"atoom","/ɐtˈʊəm/","atom"
1747,"atoombom","/ɐtˈʊəmbɔm/","atom bomb"
1748,"atoomenergie","/ɐtˈʊəmɛnərxˌi/","atomic energy"
1749,"atoomgewig","/ɐtˈʊəmxəvəx/","atomic weight"
1750,"atrofie","/ɐtrufˈi/","atrophy"
1751,"attensie","/ɐtˈɛnsi/","acuity, advertence, advertency, attention"
1752,"attent","/ɐtˈɛnt/","attentive"
1753,"au","/ˈəʊ/","ouch, ow"
1754,"aubade","/ˈəʊbɑːdə/","aubade"
1755,"auditorium","/ˌəʊditˈʊəriˌœm/","auditory"
1756,"aula","/ˈəʊlɐ/","auditorium"
1757,"aviateur","/ɐfˌiɐtˈøər/","airman, aviator"
1758,"avonturier","/ɐvɔntyrˈiːr/","adventurer"
1759,"avontuur","/ˌɐvɔntˈyr/","adventure"
1760,"avontuurlik","/ˌɐvɔntˈyrlək/","adventurous"
1761,"awend","/ˈɑːvənt/","evening"
1762,"aä‐lawa","/ˈɑːɑː lˈɑːvɑː/","aa lava, block lava"
1763,"aërodinamies","/ˈɑːiərˌʊədinˌɑːmis/","aerodynamic"
1764,"aërodinamika","/ˌɑːiərˌʊədinˈɑːmikɐ/","aerodynamics"
1765,"aërostaat","/ˈɑːiərˌɔstɑːt/","balloon, air‐balloon"
1766,"a","/ˈɑː/","alas, regrettably, unfortunately"
1767,"a","/ˈɑː/","certainly"
1768,"a","/ˈɑː/","not at all"
1769,"a","/ˈɑː/","at par"
1770,"baadjie","/bˈɑɪci/","jacket"
1771,"baai","/bˈɑɪ/","bay"
1772,"baaierd","/bˈɑɪərt/","chaos, tangle"
1773,"baaihokkie","/bˈɑɪhɔkˌi/","bathing box"
1774,"baaiklere","/bˈɑɪkliərə/","bathing suit, bathing‐suit"
1775,"baaikostuum","/bˈɑɪkɔstˌym/","bathing suit, bathing‐suit"
1776,"baak","/bˈɑːk/","beacon"
1777,"baal","/bˈɑːl/","bale"
1778,"baan","/bˈɑːn/","1. path, road, way❄2. course, race‐course, track, running track❄3. width❄4. playground❄5. orbit❄6. trajectory❄7. route"
1779,"baanbreker","/bˈɑːnbriəkər/","pioneer"
1780,"baantjie","/bˈɑɪŋci/","post"
1781,"baanveër","/bˈɑːnfiər/","sweeper"
1782,"baanwagter","/bˈɑːnvɐxtər/","signalman"
1783,"baar","/bˈɑːr/","1. wave❄2. litter, strecher"
1784,"baard","/bˈɑːrt/","beard"
1785,"baarmoeder","/bˈɑːrmudər/","uterus, womb"
1786,"baars","/bˈɑːrs/","bass"
1787,"baas","/bˈɑːs/","1. boss, chief, leader❄2. master"
1788,"baat","/bˈɑːt/","1. gain, profit❄2. avail❄3. advantage, benefit"
1789,"baatsug","/bˈɑːtsœx/","selfinterest, selfishness"
1790,"baatsugtig","/bɑːtsˈœxtəx/","self‐interested, selfish"
1791,"baatsugtigheid","/bɑːtsˈœxtəxˌɛɪt/","selfinterest, selfishness"
1792,"baba","/bˈɑːbɐ/","baby"
1793,"bababed","/bˈɑːbɐbˌɛt/","bedstead"
1794,"babel","/bˈɑːbəl/","barbel"
1795,"baber","/bˈɑːbər/","barbel"
1796,"babetjie","/bˈɑːbəcˌi/","baby"
1797,"bad","/bˈɐt/","bath"
1798,"badhokkie","/bˈɐthɔkˌi/","bathing box"
1799,"badhuis","/bˈɐthøys/","bathroom"
1800,"badkamer","/bˈɐtkɑːmər/","bathroom"
1801,"badklere","/bˈɐtkliərə/","bathing suit, bathing‐suit"
1802,"badkostuum","/bˈɐtkɔstˌym/","bathing suit, bathing‐suit"
1803,"badkuip","/bˈɐtkøyp/","bath"
1804,"badpak","/bˈɐtpɐk/","bathing suit, bathing‐suit"
1805,"badplaas","/bˈɐtplɑːs/","spa"
1806,"badshuis","/bˈɐtshøys/","bathroom"
1807,"badspons","/bˈɐtspɔns/","bathing‐sponge"
1808,"bagasie","/bəxˈɑːsi/","baggage, luggage"
1809,"bagatel","/bˈɑːxɑːtəl/","trifle"
1810,"baie","/bˈaɪə/","1. a lot of, much❄2. many❄3. a lot❄4. plenty of❄5. quite, very, very much"
1811,"bajonet","/bɐjunˈɛt/","bayonet"
1812,"bak","/bˈɐk/","1. bake❄2. fry❄3. tub, vat❄4. basin, bowl, pelvis"
1813,"bakatel","/bɐkətˈæl/","trifle"
1814,"bakbaard","/bˈɐkbɑːrt/","whiskers, side‐whiskers"
1815,"bakboord","/bˈɐkbʊərt/","port side"
1816,"bakeliet","/bˈɑːkiəlˌit/","bakelite"
1817,"baken","/bˈɑːkən/","beacon"
1818,"baker","/bˈɑːkər/","nurse, dry‐nurse, monthly nurse"
1819,"bakkebaard","/bˈɐkəbˌɑːrt/","whiskers, side‐whiskers"
1820,"bakker","/bˈɐkər/","baker"
1821,"baklei","/bəklˈɛɪ/","be at loggerheads, tussle"
1822,"baksteen","/bˈɐkstiən/","brick"
1823,"bakterie","/bɐktˈiəri/","bacterium"
1824,"bal","/bˈɐl/","ball, dance"
1825,"balans","/bɐlˈɑ̃ns/","1. equilibrium❄2. weight"
1826,"baldakyn","/bˈɐldɐkˌɛɪn/","baldachin, canopy"
1827,"balderja","/bˈɐldərjˌɑː/","valerian"
1828,"balderjan","/bˈɐldərjˌɐn/","valerian"
1829,"balju","/bɐljˈy/","taskmaster"
1830,"balk","/bˈɐlk/","beam, girder"
1831,"balkon","/bɐlkˈɔn/","balcony"
1832,"ballade","/bɐlˈɑːdə/","ballad, ballade"
1833,"ballast","/bˈɐlɐst/","ballast"
1834,"ballerina","/bɐlərˈinɐ/","ballerina, ballet dancer, ballet girl"
1835,"ballet","/bɐlˈɛt/","ballet"
1836,"balletdanser","/bɐlˈɛtdɑ̃nsər/","ballet dancer"
1837,"balletdanseres","/bɐlˈɛtdɑ̃nsərˌɛs/","ballerina, ballet dancer, ballet girl"
1838,"balling","/bˈɐləŋ/","exile"
1839,"ballingskap","/bˈɐləŋskˌɐp/","exile"
1840,"ballistiek","/bˌɐləstˈik/","ballistics"
1841,"ballon","/bɐlˈɔn/","balloon"
1842,"balroos","/bˈɐlrʊəs/","Guelder rose"
1843,"balsem","/bˈɐlsəm/","1. embalm❄2. balm, balsam"
1844,"balustrade","/bˈɑːlœstrˌɑːdə/","balustrade, banisters, parapet, railing"
1845,"bamboes","/bɐmbˈus/","bamboo"
1846,"banaal","/bɐnˈɑːl/","commonplace, dismal, trite"
1847,"banaliteit","/bɐnɐlitˈɛɪt/","1. banality, platitude❄2. triteness, triviality"
1848,"banana","/bˈɑːnɑːnˌɐ/","banana"
1849,"band","/bˈɐnt/","1. binding, strip, tape❄2. tyre❄3. tire"
1850,"bandiet","/bɐndˈit/","bandit"
1851,"bang","/bˈɐŋ/","afraid"
1852,"banjo","/bˈɐnju/","banjo"
1853,"bank","/bˈɐŋk/","1. bank❄2. bench"
1854,"banket","/bɐŋkˈɛt/","banquet"
1855,"bankier","/bɐŋkˈiːr/","1. banker, bank manager❄2. bank clerk, bank official"
1856,"bankrekening","/bˈɐŋkriəkənəŋ/","bank account, banking account"
1857,"bankrot","/bɐŋkrˈɔt/","1. bankrupt❄2. bankruptcy, failure"
1858,"bankrot","/bɐŋkrˈɔt/","be bankrupt, go broke"
1859,"banneling","/bˈɐnələŋ/","exile"
1860,"bannelingskap","/bˈɐnəlˌəŋskɐp/","exile"
1861,"baobab","/bˈɑːʊəbˌɐp/","baobab"
1862,"barak","/bɐrˈɐk/","barrack, barn, shack, shanty, shed"
1863,"barbaar","/bɐrbˈɑːr/","barbarian"
